,Velocity Q1,Velocity Q2,Velocity Q3,Velocity Q4
Surprise Q1,-0.00028868815908406146,-0.0011193741149815915,-0.0002526799418604652,-0.0004170012097749818
Surprise Q2,-0.0010216612559872272,-0.002846499202551834,-0.001894090570058604,-0.0003136579572446555
Surprise Q3,0.002827841414412001,-0.002338989685124864,0.00011907356507679874,-0.0015668075933075933
Surprise Q4,0.0018461616784037557,0.003493965721040189,0.0017839450201496835,0.00243363235644508
