,Velocity Q1,Velocity Q2,Velocity Q3,Velocity Q4
Surprise Q1,0.0012500451943356433,7.600254885301604e-05,-6.402063953488375e-05,0.0004464224534236633
Surprise Q2,0.000114616285258116,-0.001995872674109516,-0.0008397378795950985,-0.0007120556498133694
Surprise Q3,0.0005196196088936512,-0.0012539652551574374,0.00011377391538668824,-0.001343517696267696
Surprise Q4,0.0011644530516431925,0.001184590721040189,0.0009066378814047208,0.0018255020252561354
